ra,dec,source_type,z_spec,z_phot,mag_g,mag_r,mag_z,reference
237.7919 ,19.1370 ,SER,-99,0.6808 ,22.6996 ,20.8177 ,19.2310 ,
238.3405 ,20.3378 ,DEV,-99,0.4725 ,21.3201 ,19.6790 ,18.5811 ,
238.3670 ,7.5914 ,SER,-99,0.3735 ,21.9440 ,20.6006 ,18.7738 ,
238.4300 ,7.7147 ,SER,0.5309,0.5439 ,21.8037 ,19.9591 ,18.7295 ,
238.4959 ,16.3935 ,SER,0.45097628,0.4201 ,19.5296 ,17.7745 ,16.7576 ,Huang et al. 2021
239.0331 ,18.4179 ,SER,-99,0.1482 ,18.7964 ,17.7720 ,17.0106 ,
239.1046 ,14.7667 ,REX,-99,0.7410 ,23.0932 ,21.3722 ,19.7978 ,
239.7937 ,28.3132 ,DEV,0.5537,0.5643 ,22.0013 ,20.2161 ,18.9527 ,
239.9199 ,11.0219 ,REX,0.543,0.5553 ,22.7506 ,20.9080 ,19.6316 ,
240.3583 ,2.5081 ,SER,-99,0.3513 ,21.7589 ,19.9308 ,18.9445 ,
241.1902 ,13.7814 ,SER,0.4207,0.4174 ,19.7612 ,17.8218 ,16.8236 ,
241.8388 ,29.5266 ,SER,-99,0.1995 ,21.1361 ,20.2191 ,18.4832 ,
242.9285 ,20.9903 ,SER,-99,0.0390 ,17.8473 ,17.4328 ,17.1216 ,
243.3326 ,12.1055 ,DEV,-99,0.6786 ,23.4701 ,21.3335 ,19.7406 ,
243.9804 ,22.1574 ,SER,0.2844,0.2812 ,18.9784 ,17.3984 ,16.5517 ,
244.2151 ,7.9716 ,SER,-99,0.2665 ,21.3547 ,20.5083 ,19.3481 ,
244.8035 ,25.1329 ,DEV,0.7145,0.7001 ,23.0271 ,21.1355 ,19.4800 ,
245.2831 ,1.0816 ,DEV,-99,0.6152 ,23.0548 ,21.2833 ,19.8308 ,
245.7514 ,21.6226 ,SER,-99,0.8324 ,21.8627 ,20.2713 ,18.4451 ,Huang et al. 2021
245.8346 ,21.9263 ,SER,0.4835714,0.4772 ,20.2326 ,18.5502 ,17.4667 ,Stein et al.2022
245.8346 ,21.9263 ,SER,0.4836,0.4772 ,20.2326 ,18.5502 ,17.4667 ,
246.7355 ,22.6448 ,DEV,-99,0.4005 ,21.7084 ,19.7954 ,18.8479 ,
247.1020 ,29.9535 ,REX,-99,0.1725 ,20.1256 ,19.6720 ,19.3865 ,
247.9945 ,-1.6681 ,SER,-99,0.6163 ,21.3072 ,19.9922 ,18.6661 ,Huang et al. 2021
248.1916 ,19.0905 ,DEV,0.6067,0.6126 ,21.5480 ,20.0692 ,18.8369 ,
249.5219 ,14.9882 ,DEV,-99,0.8165 ,23.2572 ,21.4260 ,19.4957 ,Stein et al.2022
249.5395 ,5.6047 ,SER,-99,0.5761 ,22.0476 ,20.2885 ,19.0049 ,
251.2353 ,26.1307 ,EXP,-99,0.5663 ,20.8358 ,20.1397 ,18.6313 ,Stein et al.2022
251.7091 ,16.5401 ,SER,-99,0.2832 ,19.6541 ,18.2494 ,17.3990 ,Stein et al.2022
251.7091 ,16.5401 ,SER,-99,0.2832 ,19.6541 ,18.2494 ,17.3990 ,
251.9176 ,13.7136 ,SER,-99,0.4972 ,21.0032 ,19.0132 ,17.8236 ,
252.2720 ,2.3993 ,REX,-99,0.5843 ,20.4139 ,19.3583 ,18.4075 ,Huang et al. 2021
252.3218 ,1.8569 ,SER,-99,0.1049 ,18.6031 ,17.4544 ,16.5796 ,
252.3811 ,0.3002 ,REX,-99,0.2207 ,19.9073 ,18.8080 ,17.9580 ,
252.9173 ,28.0881 ,DEV,-99,0.6883 ,22.7063 ,20.7821 ,19.1577 ,Huang et al. 2021
253.6102 ,28.2740 ,REX,-99,0.1525 ,20.7643 ,20.0409 ,18.9776 ,
253.9337 ,20.3585 ,DEV,0.483,0.4752 ,22.0662 ,20.1802 ,19.1008 ,
254.4279 ,9.0709 ,SER,-99,0.2483 ,19.2876 ,17.7742 ,16.7532 ,
254.5243 ,24.8144 ,DEV,-99,0.9773 ,23.0761 ,21.4450 ,19.3407 ,Stein et al.2022
254.5243 ,24.8144 ,DEV,-99,0.9773 ,23.0761 ,21.4450 ,19.3407 ,
254.8946 ,24.9421 ,SER,-99,0.2092 ,20.7496 ,20.1262 ,19.6568 ,
255.0544 ,18.4654 ,SER,-99,0.2459 ,20.9159 ,19.7723 ,18.9331 ,
255.6054 ,12.7866 ,DEV,-99,0.8047 ,23.7494 ,21.8312 ,19.8993 ,
255.6529 ,28.5791 ,SER,0.39638507,0.3685 ,20.6279 ,18.8720 ,17.8858 ,Huang et al. 2021
256.9343 ,10.6300 ,DEV,-99,0.3810 ,22.5129 ,20.7036 ,19.7323 ,
257.0428 ,11.8169 ,DEV,-99,0.3196 ,19.7285 ,18.5844 ,17.5170 ,Huang et al. 2021
257.4001 ,7.9392 ,DEV,-99,0.3621 ,19.5332 ,17.6999 ,16.7002 ,
257.4348 ,31.9046 ,EXP,-99,0.8379 ,22.1472 ,20.9678 ,19.3695 ,Huang et al. 2021
258.0265 ,26.8387 ,SER,0.7732,0.7841 ,22.2868 ,20.4817 ,18.6253 ,
258.2188 ,19.7069 ,EXP,-99,0.2614 ,20.6095 ,19.8700 ,19.5132 ,
258.3053 ,31.6907 ,REX,-99,0.5943 ,20.2787 ,19.7603 ,19.1643 ,
258.9648 ,8.1519 ,SER,-99,0.4401 ,22.2508 ,20.2805 ,19.1030 ,
258.9829 ,23.9724 ,SER,0.2098,0.2096 ,18.7603 ,17.5481 ,16.6870 ,
259.3684 ,14.6789 ,SER,-99,0.4315 ,20.3320 ,18.3767 ,17.2981 ,
259.7586 ,16.2699 ,DEV,-99,0.1947 ,21.0845 ,20.2291 ,19.0123 ,
259.8396 ,24.6880 ,DEV,0.52872497,0.5001 ,21.1859 ,19.4095 ,18.2160 ,Huang et al. 2021
260.2983 ,26.2655 ,SER,-99,0.2685 ,21.1074 ,19.8314 ,18.6622 ,
260.6208 ,11.1674 ,SER,-99,0.2692 ,21.3328 ,20.4816 ,19.8411 ,
261.4025 ,25.9037 ,SER,-99,0.2885 ,20.2246 ,18.8966 ,18.2155 ,
261.6745 ,9.7743 ,SER,-99,0.4458 ,22.6883 ,21.2655 ,19.6270 ,
261.7647 ,11.0043 ,SER,-99,0.5072 ,22.0556 ,19.9676 ,18.6705 ,
262.4264 ,26.8864 ,SER,-99,0.1577 ,18.9684 ,17.8094 ,17.0323 ,
262.4746 ,31.8410 ,SER,-99,0.3863 ,21.6878 ,20.1993 ,19.3158 ,
262.6199 ,32.3455 ,DEV,0.4179,0.3727 ,20.7038 ,18.9673 ,18.1007 ,
262.7530 ,24.6631 ,REX,-99,0.3954 ,20.4459 ,19.5875 ,18.7291 ,
262.9158 ,22.8688 ,REX,-99,0.4357 ,22.4593 ,20.6987 ,19.7854 ,
263.0367 ,17.2703 ,SER,-99,0.0912 ,18.7567 ,17.7951 ,17.1049 ,
263.0938 ,13.3852 ,EXP,-99,0.5647 ,22.3495 ,20.9741 ,19.6655 ,
263.9961 ,13.1104 ,SER,-99,0.1465 ,20.1784 ,19.5177 ,19.0875 ,
264.1112 ,32.4168 ,SER,-99,0.2499 ,18.8573 ,17.4691 ,16.6262 ,
264.5487 ,14.9566 ,DEV,-99,0.4174 ,20.3990 ,18.5522 ,17.5778 ,
266.7484 ,20.7917 ,SER,-99,0.1820 ,20.3006 ,19.0796 ,18.3096 ,
266.9091 ,22.6143 ,SER,-99,0.2422 ,19.7367 ,18.2632 ,17.3909 ,
267.3378 ,24.0278 ,SER,-99,0.2137 ,18.8001 ,17.7788 ,17.1236 ,
268.9016 ,19.0019 ,DEV,-99,0.8388 ,23.8850 ,21.9422 ,19.9456 ,
270.7031 ,33.4799 ,SER,-99,0.3567 ,21.6592 ,20.4310 ,19.0716 ,
271.2557 ,30.0678 ,SER,-99,0.0987 ,19.8925 ,19.5263 ,19.1782 ,
274.4768 ,31.3848 ,EXP,-99,0.2379 ,21.0370 ,20.3196 ,19.8946 ,
303.4839 ,-56.5214 ,EXP,-99,0.6689 ,21.9017 ,20.8821 ,19.8728 ,
303.9644 ,-54.2563 ,DEV,-99,0.4428 ,21.4532 ,19.8083 ,18.7900 ,
303.9848 ,-58.0229 ,DEV,-99,0.9201 ,24.3453 ,21.9170 ,19.9223 ,
304.6180 ,-48.6581 ,SER,-99,0.1111 ,19.2051 ,18.8021 ,18.5067 ,
305.0242 ,-58.1724 ,SER,-99,0.2511 ,20.5137 ,19.6425 ,19.1716 ,
305.5286 ,-61.6741 ,REX,-99,0.6073 ,21.0794 ,19.7058 ,18.5265 ,
306.6999 ,-54.8106 ,DEV,-99,0.6685 ,22.4220 ,20.7273 ,19.2627 ,
307.5698 ,-61.2704 ,SER,-99,0.2407 ,21.1989 ,20.4142 ,19.0655 ,
307.7387 ,1.0324 ,EXP,-99,0.2239 ,20.5957 ,19.8422 ,19.5937 ,
308.0694 ,-43.6335 ,SER,-99,0.4973 ,21.3776 ,19.6701 ,18.5501 ,Stein et al.2022
308.0694 ,-43.6335 ,SER,-99,0.4973 ,21.3776 ,19.6701 ,18.5501 ,
308.6583 ,-39.9556 ,SER,-99,0.2375 ,17.9233 ,16.5537 ,15.8057 ,
309.7973 ,-54.9952 ,EXP,-99,0.6930 ,23.0579 ,21.2390 ,19.6476 ,Diehl et al. 2017
309.8367 ,-64.0853 ,DEV,-99,1.0671 ,24.4550 ,22.1869 ,19.9464 ,
310.2458 ,-40.6725 ,SER,-99,0.5897 ,21.2435 ,20.5060 ,19.2079 ,
310.2729 ,-7.3050 ,SER,-99,0.5336 ,21.2964 ,19.5138 ,18.3077 ,
310.7236 ,-0.1833 ,DEV,-99,0.6628 ,20.7934 ,20.0013 ,18.8187 ,
311.4772 ,0.5301 ,REX,-99,0.8901 ,22.7797 ,21.5508 ,19.7571 ,Stein et al.2022
311.6134 ,4.4633 ,SER,-99,0.2459 ,18.6968 ,17.5705 ,16.8040 ,
311.8344 ,-53.0085 ,SER,-99,0.1140 ,18.4682 ,17.4605 ,16.5323 ,
311.9742 ,-9.8396 ,EXP,-99,0.1459 ,20.1800 ,19.6544 ,18.9008 ,
312.0409 ,-40.5419 ,SER,-99,0.3825 ,19.8509 ,19.2928 ,18.8291 ,
312.3499 ,-12.9632 ,REX,-99,0.7534 ,21.4153 ,20.4793 ,19.3625 ,
312.3517 ,5.4473 ,DEV,-99,0.6439 ,23.1078 ,21.0517 ,19.4772 ,
312.5040 ,-54.0727 ,REX,-99,0.6776 ,23.3730 ,21.2990 ,19.7543 ,
313.1800 ,-4.8964 ,REX,-99,0.3334 ,21.4161 ,20.4599 ,19.2695 ,
313.3198 ,-4.7254 ,SER,-99,0.1539 ,18.5859 ,17.5107 ,16.7570 ,
313.3734 ,-44.6073 ,SER,-99,0.6546 ,21.5426 ,19.8111 ,18.3346 ,
313.9743 ,4.6601 ,SER,-99,0.5608 ,20.7678 ,18.8477 ,17.4893 ,
313.9967 ,-42.9020 ,SER,-99,0.7808 ,23.4987 ,21.6019 ,19.8246 ,Stein et al.2022
314.0660 ,-42.6492 ,DEV,-99,0.6963 ,21.8624 ,20.7715 ,19.5806 ,Storfer et al. 2022
314.2657 ,-48.0901 ,SER,-99,0.5240 ,21.7990 ,20.2585 ,19.1945 ,
314.7376 ,4.7259 ,DEV,-99,0.8010 ,22.0532 ,20.5779 ,18.8364 ,Huang et al. 2021
314.7920 ,5.7289 ,DEV,-99,0.4904 ,22.0643 ,20.9689 ,19.5741 ,
315.7004 ,7.4176 ,SER,-99,0.6343 ,21.5349 ,19.6212 ,18.0682 ,
315.7953 ,-6.9852 ,DEV,-99,0.3348 ,21.2088 ,19.5060 ,18.5226 ,
316.0516 ,-49.0079 ,REX,-99,0.5703 ,20.6619 ,19.5200 ,18.6839 ,
316.0597 ,-9.8950 ,REX,-99,0.4784 ,20.9977 ,19.7864 ,18.8329 ,
316.0793 ,-58.1858 ,DEV,-99,0.8693 ,22.4703 ,21.4028 ,19.7218 ,
316.1132 ,-8.2995 ,SER,-99,0.0711 ,17.7871 ,17.4264 ,17.2053 ,
316.4195 ,5.6205 ,SER,-99,0.2981 ,19.8894 ,18.2919 ,17.4392 ,
316.9390 ,6.0716 ,REX,0.5812,0.6132 ,21.3160 ,20.0410 ,19.0204 ,
316.9525 ,5.9534 ,SER,-99,0.0562 ,18.3612 ,17.6573 ,17.1440 ,
317.2430 ,12.2366 ,DEV,-99,0.6809 ,22.7951 ,21.0546 ,19.4732 ,
317.2790 ,-6.0107 ,REX,-99,0.5720 ,21.4772 ,20.0080 ,18.8447 ,
317.5986 ,-64.1718 ,DEV,-99,0.6162 ,22.5064 ,20.7333 ,19.3405 ,
317.8112 ,-1.8226 ,SER,0.66731715,0.6898 ,21.9556 ,20.2266 ,18.6129 ,Stein et al.2022
318.0882 ,-48.0298 ,SER,-99,0.5875 ,21.9479 ,20.0627 ,18.6488 ,Stein et al.2022
318.0882 ,-48.0298 ,SER,-99,0.5875 ,21.9479 ,20.0627 ,18.6488 ,
318.3390 ,16.2831 ,SER,-99,0.3380 ,20.7367 ,19.2362 ,18.2495 ,
318.4408 ,3.5882 ,EXP,-99,0.8309 ,21.4361 ,20.7059 ,19.3883 ,
318.5106 ,-46.5665 ,DEV,-99,0.6352 ,22.1879 ,20.8958 ,19.5982 ,
318.5893 ,6.2992 ,SER,-99,0.1755 ,18.6164 ,17.4909 ,16.7224 ,
319.1672 ,-1.5035 ,SER,-99,0.2782 ,19.5019 ,18.3568 ,17.5895 ,Huang et al. 2021
319.4948 ,-0.7468 ,REX,-99,0.8619 ,21.7571 ,20.9637 ,19.7012 ,Huang et al. 2021
319.4948 ,-0.7468 ,REX,-99,0.8619 ,21.7571 ,20.9637 ,19.7012 ,Jacobs et al.2019
319.5386 ,-0.6818 ,SER,-99,0.8913 ,21.4610 ,20.8017 ,19.6100 ,
319.6863 ,16.9171 ,SER,-99,0.2959 ,21.3250 ,19.8041 ,18.4043 ,
319.7069 ,-46.3994 ,REX,-99,0.6933 ,21.4159 ,20.3592 ,19.1852 ,
319.8335 ,-11.8322 ,DEV,-99,0.7218 ,21.2820 ,20.2830 ,19.1049 ,
320.0084 ,-46.3239 ,DEV,-99,0.7750 ,23.3986 ,21.6839 ,19.9287 ,
320.7118 ,-61.1815 ,SER,-99,0.4333 ,20.4474 ,18.4721 ,17.4235 ,
320.9797 ,-62.7513 ,SER,-99,0.2478 ,19.0334 ,17.6203 ,16.8610 ,
321.5023 ,-53.4783 ,DEV,-99,0.5406 ,22.3467 ,20.4265 ,19.2160 ,
321.5604 ,9.8332 ,SER,-99,0.8025 ,22.6010 ,20.6487 ,18.7226 ,Huang et al. 2021
321.7134 ,4.4158 ,SER,-99,0.4422 ,20.6649 ,18.8239 ,17.7036 ,
322.1476 ,20.8680 ,SER,-99,0.7920 ,22.3459 ,20.6366 ,18.7766 ,
323.0026 ,12.7214 ,SER,-99,0.2270 ,19.2548 ,17.8349 ,17.0230 ,
323.1879 ,-53.5248 ,DEV,-99,0.7918 ,23.1367 ,21.4911 ,19.5481 ,Stein et al.2022
323.1879 ,-53.5248 ,DEV,-99,0.7918 ,23.1367 ,21.4911 ,19.5481 ,
323.3214 ,-46.7893 ,SER,-99,0.5208 ,21.7476 ,20.2172 ,19.1911 ,
323.7023 ,20.3546 ,SER,-99,0.3287 ,21.7195 ,20.6792 ,19.9013 ,
323.8237 ,-59.2689 ,DEV,-99,0.5833 ,22.8160 ,20.9887 ,19.6468 ,
324.0340 ,-52.7162 ,REX,-99,0.6370 ,21.2095 ,20.1226 ,19.1222 ,Jacobs et al.2019
324.0820 ,-55.6513 ,SER,-99,0.2433 ,20.3181 ,19.1951 ,18.5996 ,
324.0972 ,-11.1479 ,SER,-99,0.1044 ,20.1264 ,19.7987 ,19.5774 ,
324.5071 ,-60.1311 ,REX,-99,0.3866 ,22.1270 ,20.6350 ,19.8388 ,
325.0096 ,-56.6805 ,SER,-99,0.3016 ,19.5407 ,18.3341 ,17.6088 ,
325.2393 ,-44.2480 ,SER,-99,0.5534 ,21.2159 ,19.3205 ,18.0439 ,
325.3461 ,2.5746 ,DEV,0.5932865,0.6451 ,21.1299 ,19.7833 ,18.4815 ,Stein et al.2022
325.5570 ,-50.2880 ,DEV,-99,0.3309 ,20.8818 ,19.5354 ,18.7940 ,
325.7874 ,-0.3722 ,SER,-99,0.8178 ,22.2119 ,21.1992 ,19.6388 ,
325.7947 ,14.5222 ,SER,-99,0.4102 ,20.7079 ,18.6695 ,17.6133 ,
325.8960 ,-56.4407 ,REX,-99,0.5738 ,21.1374 ,19.9645 ,18.8955 ,
326.0105 ,-43.3965 ,SER,-99,0.2754 ,18.5164 ,16.9531 ,16.1549 ,
326.0676 ,8.6507 ,REX,-99,0.7439 ,20.9578 ,20.2166 ,19.2100 ,Stein et al.2022
326.0676 ,8.6507 ,REX,-99,0.7439 ,20.9578 ,20.2166 ,19.2100 ,
326.1454 ,13.9478 ,REX,-99,0.7779 ,22.7092 ,21.4200 ,19.9182 ,
326.2881 ,19.8848 ,SER,-99,0.8754 ,22.5717 ,20.9568 ,19.0075 ,Huang et al. 2021
326.3829 ,-0.8536 ,DEV,-99,0.7477 ,23.5150 ,21.6916 ,19.9828 ,
326.7564 ,-43.9179 ,SER,-99,0.4533 ,21.2815 ,19.6472 ,18.7276 ,
327.3138 ,-0.2143 ,SER,0.45251662,0.4567 ,20.1387 ,18.1643 ,17.0239 ,Diehl et al. 2017
327.3138 ,-0.2143 ,SER,0.45251662,0.4567 ,20.1387 ,18.1643 ,17.0239 ,Jacobs et al.2019
328.2941 ,-51.9634 ,DEV,-99,0.6723 ,22.8345 ,21.1294 ,19.6302 ,
328.6067 ,17.7442 ,SER,-99,0.2120 ,18.8008 ,17.4425 ,16.6107 ,
328.6616 ,16.4799 ,SER,-99,0.3038 ,21.3906 ,20.0951 ,18.9193 ,
328.9019 ,-13.3827 ,SER,-99,0.5673 ,21.2752 ,19.3572 ,18.0196 ,
328.9418 ,-2.2037 ,SER,-99,0.2836 ,21.3422 ,19.7286 ,18.1900 ,
329.1416 ,1.4529 ,SER,-99,0.2235 ,19.1592 ,18.0892 ,17.3587 ,
329.1839 ,5.3738 ,SER,-99,0.3136 ,19.2565 ,17.6181 ,16.7452 ,
329.2667 ,24.0907 ,DEV,0.6291,0.5945 ,21.4648 ,20.0643 ,18.9624 ,
329.6793 ,-0.5184 ,DEV,0.9206,0.8628 ,23.7230 ,21.8407 ,19.7312 ,
329.6820 ,2.9584 ,SER,0.28654358,0.2742 ,18.8418 ,17.2869 ,16.4374 ,Huang et al. 2021
329.7693 ,14.7381 ,SER,0.3896,0.3788 ,19.4523 ,17.6316 ,16.6701 ,
329.8416 ,-48.4223 ,SER,-99,0.0411 ,18.2891 ,17.8215 ,17.5136 ,
329.9221 ,-51.3195 ,SER,-99,0.3093 ,20.4205 ,18.8922 ,18.1324 ,
329.9889 ,-62.7550 ,SER,-99,0.3968 ,20.1314 ,18.3141 ,17.3976 ,
330.5327 ,-12.7971 ,SER,-99,0.6492 ,22.2185 ,20.3156 ,18.7973 ,
330.5819 ,-0.9693 ,SER,0.58249724,0.5880 ,22.6176 ,20.6469 ,19.2156 ,SuGOHI1
330.6222 ,-55.1202 ,SER,-99,0.5840 ,21.7868 ,19.8432 ,18.4393 ,
330.8711 ,23.8244 ,SER,0.2496,0.2143 ,18.8030 ,17.4677 ,16.6349 ,
331.0978 ,-54.5397 ,EXP,-99,0.6068 ,22.2296 ,20.7977 ,19.7107 ,
331.3346 ,8.2446 ,REX,-99,0.6890 ,20.8985 ,19.8150 ,18.4858 ,
331.3741 ,-47.6182 ,DEV,-99,0.8398 ,22.8943 ,21.1141 ,19.2103 ,
331.3955 ,-9.2868 ,DEV,-99,0.9129 ,21.1127 ,19.9885 ,18.2359 ,Stein et al.2022
331.5679 ,11.0687 ,DEV,0.777211,0.7693 ,22.5847 ,20.7355 ,18.7639 ,Stein et al.2022
331.5706 ,11.0652 ,SER,-99,0.1602 ,19.0496 ,17.8361 ,16.9868 ,
331.5777 ,21.8262 ,SER,0.3439,0.3494 ,20.8944 ,19.1170 ,18.1589 ,
331.6785 ,-59.3258 ,SER,-99,0.6979 ,22.0229 ,20.0838 ,18.4368 ,
331.6819 ,-43.2030 ,SER,-99,0.2681 ,19.2669 ,17.8047 ,17.0481 ,
332.2836 ,22.6408 ,SER,-99,0.3370 ,21.8366 ,20.5097 ,18.9030 ,
332.6919 ,14.7354 ,DEV,0.5925,0.5878 ,22.1570 ,20.5857 ,19.3112 ,
333.3071 ,-4.3959 ,REX,-99,0.8325 ,22.2736 ,21.0076 ,19.3269 ,
333.5034 ,-46.1063 ,SER,-99,0.5898 ,22.0332 ,20.3206 ,19.0294 ,Storfer et al. 2022
333.5987 ,26.0902 ,SER,-99,0.0418 ,17.9814 ,17.6227 ,17.3466 ,
333.7246 ,-6.1705 ,REX,-99,0.7614 ,20.9650 ,20.3521 ,19.3916 ,Stein et al.2022
333.7661 ,14.7161 ,SER,-99,0.3867 ,20.3135 ,19.0128 ,18.2148 ,
334.4318 ,-41.9083 ,SER,-99,0.7420 ,21.6496 ,20.7765 ,19.6569 ,
334.7495 ,-45.3162 ,SER,-99,0.6563 ,21.9921 ,20.0931 ,18.5977 ,
334.7793 ,-41.4416 ,EXP,-99,0.6622 ,22.6752 ,21.0886 ,19.7146 ,
334.7825 ,-8.9384 ,SER,-99,0.2514 ,20.0155 ,18.7280 ,17.8538 ,
334.8017 ,-43.8098 ,DEV,-99,0.6750 ,21.6431 ,19.8747 ,18.2895 ,Jacobs et al.2019
334.9246 ,-0.1533 ,EXP,-99,0.2023 ,20.7744 ,20.2575 ,19.9855 ,
334.9572 ,-1.5299 ,SER,-99,0.0310 ,17.7672 ,17.4867 ,17.2724 ,
334.9830 ,26.4573 ,SER,-99,0.0823 ,20.3561 ,19.9653 ,19.6674 ,
335.2291 ,-11.4857 ,SER,-99,0.5182 ,21.7054 ,19.7240 ,18.5043 ,Huang et al. 2021
335.3860 ,-9.1579 ,SER,-99,0.6894 ,21.2446 ,19.8912 ,18.4400 ,Stein et al.2022
335.3860 ,-9.1579 ,SER,-99,0.6894 ,21.2446 ,19.8912 ,18.4400 ,
335.5652 ,13.6748 ,REX,-99,0.3675 ,21.4466 ,20.3243 ,19.5681 ,
335.8476 ,-50.2645 ,SER,-99,0.2722 ,19.2661 ,17.7592 ,16.9963 ,
335.8866 ,30.1966 ,SER,0.3205,0.2459 ,19.0670 ,17.7524 ,16.8916 ,
335.9213 ,-63.4922 ,SER,-99,0.6636 ,22.4294 ,20.6618 ,19.1750 ,Stein et al.2022
336.1373 ,-46.7369 ,SER,-99,0.5680 ,22.3175 ,20.4685 ,19.1740 ,
336.2337 ,-0.3541 ,SER,0.3154,0.3138 ,19.1814 ,17.4729 ,16.5501 ,
336.2728 ,-11.0220 ,EXP,-99,0.2309 ,20.7130 ,19.9403 ,19.4202 ,
336.9616 ,29.3382 ,SER,-99,0.6839 ,22.7293 ,21.5915 ,19.7271 ,
336.9729 ,26.3944 ,SER,-99,0.2472 ,20.6255 ,19.5680 ,18.1023 ,
337.2209 ,-51.9870 ,SER,-99,0.6056 ,21.1653 ,19.2629 ,17.8023 ,
338.5266 ,21.0554 ,DEV,0.7112,0.6972 ,22.3672 ,20.5343 ,18.9335 ,
338.5454 ,-46.4729 ,REX,-99,0.5108 ,20.4814 ,19.4330 ,18.4183 ,Storfer et al. 2022
338.6973 ,-4.9618 ,DEV,-99,0.8732 ,23.0863 ,21.0029 ,18.9223 ,
339.0246 ,18.8542 ,SER,0.3581,0.3665 ,19.4090 ,17.6313 ,16.6952 ,
339.1077 ,-8.7842 ,DEV,-99,0.5826 ,22.3928 ,20.4219 ,19.0619 ,
339.4803 ,3.6235 ,SER,-99,0.5180 ,21.4569 ,20.1344 ,19.1260 ,
339.6305 ,13.3322 ,SER,0.412878,0.4193 ,19.2504 ,17.3216 ,16.3190 ,The Master Lens Database
339.7125 ,-43.2918 ,SER,-99,0.6600 ,21.7515 ,20.0470 ,18.5760 ,Storfer et al. 2022
339.7947 ,-48.2552 ,DEV,-99,0.9009 ,23.6667 ,21.7277 ,19.7594 ,
339.8880 ,-4.4883 ,DEV,-99,0.5583 ,21.3957 ,19.5361 ,18.2486 ,Huang et al. 2021
339.8950 ,32.4535 ,SER,0.2224,0.2212 ,18.8445 ,17.4577 ,16.6605 ,
340.5131 ,0.2570 ,SER,-99,0.2475 ,20.0398 ,19.1400 ,18.5069 ,
340.5554 ,-2.4570 ,SER,-99,0.6788 ,22.5478 ,21.1495 ,19.7164 ,
340.6218 ,3.2048 ,DEV,-99,0.8876 ,22.7614 ,21.3011 ,19.4166 ,Huang et al. 2021
341.0138 ,15.1939 ,DEV,-99,0.3804 ,21.0803 ,19.2139 ,18.1934 ,
341.1450 ,-59.1528 ,DEV,-99,0.8524 ,23.5852 ,21.5504 ,19.6083 ,Stein et al.2022
341.2657 ,-50.2904 ,SER,-99,0.6384 ,21.9468 ,20.5444 ,19.2904 ,Jacobs et al.2019
341.2747 ,0.6718 ,REX,0.7020918,0.6563 ,21.2405 ,20.1113 ,19.0469 ,Huang et al. 2021
341.3927 ,-40.2253 ,REX,-99,0.7277 ,23.5897 ,21.5904 ,19.9251 ,
341.5026 ,19.8443 ,REX,-99,0.4527 ,21.4649 ,20.1982 ,19.4463 ,
341.7089 ,-7.2941 ,DEV,-99,0.7750 ,22.9307 ,20.7326 ,18.8647 ,
341.8012 ,-2.0939 ,SER,-99,0.3383 ,19.8772 ,18.2228 ,17.3379 ,Huang et al. 2021
341.9176 ,4.3378 ,DEV,0.8674,0.8668 ,23.6351 ,21.0578 ,18.9973 ,
342.1104 ,-13.6086 ,REX,-99,0.3836 ,21.7962 ,19.9840 ,19.0423 ,
342.3622 ,-7.7463 ,DEV,-99,0.6553 ,21.1082 ,19.2660 ,17.6946 ,Stein et al.2022
342.3882 ,3.5491 ,DEV,-99,0.8083 ,22.9614 ,20.7824 ,18.8236 ,
342.4173 ,-0.8210 ,SER,-99,0.3101 ,20.1119 ,19.1650 ,18.5050 ,
342.5069 ,-62.0605 ,REX,-99,0.2950 ,19.9547 ,18.9798 ,18.2479 ,
342.5359 ,26.2446 ,DEV,0.712,0.7096 ,22.6145 ,20.4758 ,18.7420 ,
342.6464 ,-44.4353 ,SER,-99,0.6070 ,22.0292 ,20.1626 ,18.7483 ,
342.7740 ,-65.5787 ,DEV,-99,0.6415 ,22.7280 ,21.0988 ,19.7527 ,
342.9236 ,-57.4053 ,SER,-99,0.3993 ,19.7856 ,18.2548 ,17.2969 ,Stein et al.2022
342.9296 ,-46.7865 ,SER,-99,0.7740 ,22.5206 ,20.6745 ,18.8926 ,Stein et al.2022
343.0505 ,27.8913 ,SER,0.3869,0.3619 ,20.7243 ,18.9293 ,17.9669 ,
343.0703 ,-3.4063 ,DEV,-99,0.6176 ,21.6728 ,20.1230 ,18.7773 ,
343.2068 ,-59.2154 ,SER,-99,0.5272 ,22.0271 ,20.1284 ,18.9139 ,
343.5112 ,-65.4228 ,SER,-99,0.8319 ,22.8621 ,21.1038 ,19.1950 ,
343.5127 ,-40.9303 ,SER,-99,0.6306 ,20.7360 ,19.0474 ,17.6036 ,Diehl et al. 2017
343.5127 ,-40.9303 ,SER,-99,0.6306 ,20.7360 ,19.0474 ,17.6036 ,Jacobs et al.2019
344.2652 ,-11.1750 ,REX,-99,0.9042 ,22.2035 ,21.3376 ,19.9721 ,
344.3303 ,-49.8069 ,SER,-99,0.2735 ,19.0184 ,17.5102 ,16.7523 ,
344.3366 ,-62.4157 ,DEV,-99,0.9189 ,24.1362 ,21.9342 ,19.9187 ,
